new_filename	original_filename	original_path_in_sattar	confidence_score	word_count	article_date	raw_date_text
تطبيع الأكاديميين.doc	Norm1.doc	folder/Norm1.doc	1.0	776	2004-04-09	9/نيسان/2004
تعريفات أصناف الخونة والجواسيس.doc	spies.doc	folder7/spies.doc	0.85	928	2014-01-21	21/كانون ثاني/2014
تعطيل المدارس تدمير لفلسطين.doc	Schools1.doc	folder1/Schools1.doc	0.85	810	2006-10-13	13/تشرين أول/2006
تقرير حول أسرى لدى السلطة.doc	Prisoners5.doc	folder/Prisoners5.doc	1.0	569	2005-04-21	21/نيسان/2005
تقسيم فلسطين والتضامن معها.doc	Palestine165.doc	folder6/Palestine165.doc	0.85	326	2011-11-29	29/تشرين الثاني/2011
تمزيق اتفاقية أوسلو.doc	Palestine138.doc	folder6/Palestine138.doc	1.0	322	2011-02-10	10/شباط/2011
تمكين حق العودة.doc	Refugees10.doc	folder6/Refugees10.doc	1.0	785	2011-05-16	16/أيار/2011
تمكين غزة من الردع.doc	Palestine171.doc	folder6/Palestine171.doc	1.0	378	2012-03-11	11/آذار/2012
تمويل إقامة الوطن القومي اليهودي.doc	Zionism3.doc	Zionism3.doc	1.0	2226	2009-03-19	19/آذار/2009
تهجير الفلسطينيين.doc	Refugees9.doc	old flash memory/New folder (4)/Refugees9.doc	0.85	1522	2007-10-21	21/تشرين أول/2007
تهدئة بلا جدوى.doc	Palestine58.doc	old flash memory/New folder (4)/Palestine58.doc	1.0	839	2008-04-30	30/نيسان/2008
تهويد القدس.doc	Jerusalem9.doc	folder6/Jerusalem9.doc	1.0	1432	2012-03-13	13/آذار/2012
توقف الحرية الأكاديمية عند رئيس جامعة.doc	University40.doc	folder6/University40.doc	1.0	1220	2011-08-21	21/آب/2011
ثمن تباطؤ حزب الله.doc	Hizballah37.doc	folder5/Hizballah37.doc	1.0	624	2010-07-26	26/تموز/2010
ثوار مصر يعززون أحمد شفيق.doc	Egypt12.doc	folder6/Egypt12.doc	0.85	391	2011-01-25	25/كانون ثاني/2011
ثورة العرب تعلو فوق فتن التمزيق.doc	Arabs11.doc	Arabs11.doc	1.0	1772	2011-04-15	15/نيسان/2011
ثورة اللاجئين الفلسطينيين.doc	Palestine142.doc	folder6/Palestine142.doc	1.0	311	2011-02-19	19/شباط/2011
ثورة شباب فلسطين زحف قادم.doc	Palestine151.doc	folder6/Palestine151.doc	1.0	727	2011-05-31	31/أيار/2011
ثورة شعب فلسطين.doc	Revolt4.doc	folder6/Revolt4.doc	0.85	294	2012-04-07	7/نيسان/2012
ثورة في لبنان.doc	lebanon11.doc	folder6/lebanon11.doc	1.0	385	2011-09-28	28/أيلول/2011
جامعة النجاح لم تنفذ الاتفاق بعد مع د.doc	University43.doc	folder6/University43.doc	0.85	412	2001-09-11	11/أيلول/2001
جامعة النجاح لم تنفذ الاتفاق مع د. عبد.doc	University44.doc	folder6/University44.doc	0.85	362	2011-10-04	4/تشرين أول/2011
جبران باسيل يطرد سفير إسرائيل.doc	Lebanon12.doc	folder6/Lebanon12.doc	1.0	373	2012-06-26	26/حزيران/2012
جدل القمة.doc	arab summit1.doc	D Docs/arab summit1.doc	0.85	1104	2002-01-19	19/كانون ثاني/2002
جدلية الانتخابات السياسية في ضوء.doc	Elections29.doc	folder7/Elections29.doc	0.85	980	2012-10-20	20/ تشرين أول/ 2012
جريمة المفاوضات السرية.docx	جريمة المفاوضات السرية.docx	folder7/جريمة المفاوضات السرية.docx	1.0	724	2013-08-05	5/آب/2013
جنون الأفراح في فلسطين.doc	Palestine65.doc	old flash memory/New folder (4)/Palestine65.doc	1.0	428	2008-07-27	27/تموز/2008
حجز الأموال والإرادة الفلسطينية.doc	Palestine150.doc	folder6/Palestine150.doc	1.0	603	2011-05-01	1/أيار/2011
حدث تاريخي مجاهدة فلسطينية تخاطب مجلس.doc	Palestine192.doc	folder7/Palestine192.doc	0.85	296	2013-04-29	29/نيسان/2013
حدود السياسة التركية.doc	Turkey7.doc	old flash memory/New folder (7)/Turkey7.doc	1.0	567	2011-06-27	27/حزيران/2011
حرب المستوطنين.doc	Israel31.doc	folder5/Israel31.doc	1.0	609	2010-03-20	20/آذار/2010
حركة المخيمات الفلسطينية.doc	Palestine143.doc	folder6/Palestine143.doc	1.0	317	2011-02-21	21/شباط/2011
حزب الله رتاج الانتصارات العظيم.docx	Hizballah49.docx	folder7/Hizballah49.docx	1.0	1689	2014-08-11	11/آب/2014
حزب الله موجود في الجليل.doc	Hizbollah48.doc	folder7/Hizbollah48.doc	0.85	426	2015-01-17	17/كانون ثاني/2015
حزب الله والدفاع عن النفس.doc	Hizballah45.doc	old flash memory/New folder (8)/Hizballah45.doc	1.0	1660	2013-06-20	20/حزيران/2013
حزب الله ومعادلة ال س س.doc	Hizballah39.doc	folder6/Hizballah39.doc	0.85	931	2010-12-07	7/كانون أول/2010
حزب الله الظاهرة التاريخية.doc	Hizballah43.doc	folder7/Hizballah43.doc	1.0	1420	2013-06-15	15/حزيران/2013
حزب الله القدوة وليس الإسقاط.doc	Hizballah32.doc	folder4/Hizballah32.doc	1.0	972	2009-04-11	11/نيسان/2009
حسن نصر الله رجل عربي.doc	Hizballah21.doc	old flash memory/New folder (4)/Hizballah21.doc	0.85	494	2007-10-05	5/تشرين أول/2007
حضور هيرتسيليا أضعف الخيانة.doc	Palestine168.doc	folder6/Palestine168.doc	1.0	402	2012-02-04	4/شباط/2012
حق الرؤية بدل حق العودة.doc	Palestine182.doc	folder7/Palestine182.doc	0.85	422	2012-11-04	4/تشرين ثاني/2012
حقوق معلمي فلسطين.doc	Palestine210.doc	folder7/Palestine210.doc	0.85	633	2013-11-22	22/تشرين ثاني/2013
حقول الغاز الفلسطينية واللبنانية.doc	gaz.doc	folder5/gaz.doc	1.0	428	2010-06-26	26/حزيران/2010
حكام فلسطين الثلاثي الأمريكي.doc	America7.doc	D Docs/America7.doc	1.0	431	2003-07-25	25/تموز/2003
حكومة العراق تصنع عضوا في القاعدة.doc	Alaa2.doc	old flash memory/New folder (6)/Alaa2.doc	1.0	393	2011-03-17	17/آذار/2011
حكومة العراق لا تقيم العدالة.doc	Alaa2.doc	folder5/Alaa2.doc	1.0	409	2011-03-17	17/آذار/2011
حل الأزمة الفلسطينية.doc	Palestine38.doc	old flash memory/New folder (4)/Palestine38.doc	1.0	345	2007-09-13	13/أيلول/2007
حل السلطة الفلسطينية.doc	Authority2.doc	folder1/Authority2.doc	1.0	918	2006-03-17	17/آذار/2006
حل مشكلة الرواتب.doc	Salaries1.doc	folder1/Salaries1.doc	1.0	344	2006-09-14	14/أيلول/2006
حماة الوطن يتنازعون.doc	Watan1.doc	D Docs/Watan1.doc	1.0	505	2003-04-25	25/نيسان/2003
حماس في المعادلة الإقليمية.doc	Hamas30.doc	folder6/Hamas30.doc	0.85	1231	2011-12-19	19/كانون أول/2011
حماس والأردن.doc	hamas22.doc	Folder 3/hamas22.doc	0.85	2998	2007-08-21	21/آب/2007
حماس وانتخابات التشريعي.doc	Hamas3.doc	folder/Hamas3.doc	0.85	771	2005-03-12	12/آذار/2005
حماس وخطى منظمة التحرير.doc	Hamas26.doc	old flash memory/New folder (4)/Hamas26.doc	1.0	1398	2008-04-27	27/نيسان/2008
حملة لتجريم بريطانيا.doc	Watanuna1.doc	old flash memory/New folder (4)/Watanuna1.doc	1.0	349	2008-08-01	1/آب/2008
حياؤنا محبوس وظهرنا محلوس.doc	Palestine189.doc	folder7/Palestine189.doc	1.0	354	2013-04-16	16/نيسان/2013
خذلان البحرين.doc	Bahrain2.doc	folder6/Bahrain2.doc	1.0	656	2011-04-19	19/نيسان/2011
خريطة الطريق هي طريق بلفور.doc	road map2.doc	D Docs/road map2.doc	1.0	1886	2003-06-20	20/حزيران/2003
خسروا قضاياهم ضدي.doc	Court28.doc	folder6/Court28.doc	0.85	663	2010-11-09	9/تشرين ثاني/2010
خطبة الجمعة في الضفة الغربية.doc	Palestine101.doc	folder5/Palestine101.doc	1.0	506	2009-08-07	7/آب/2009
دايتون مخططا اقتصاديا.doc	Dayton11.doc	folder5/Dayton11.doc	1.0	505	2010-06-09	9/حزيران/2010
دحلان لن يصيبه أذى.doc	Dahlan4.doc	folder6/Dahlan4.doc	0.85	384	2010-12-31	31/كانون أول/2010
دعم الأسرى في مواجهة السجان.doc	Prisoners28.doc	folder6/Prisoners28.doc	1.0	946	2012-05-08	8/أيار/2012
دولة لبنان ضحية أمرائها.doc	Lebanon13.doc	folder7/Lebanon13.doc	1.0	328	2013-05-18	18/أيار/2013
رأيت إبليس.doc	islam18.doc	islam18.doc	1.0	891	2013-05-22	22/أيار/2013
راسب في الهندسة المعمارية دفاعا عن.doc	University35.doc	folder6/University35.doc	1.0	364	2011-08-23	23/آب/2011
ربيع الجامعات العربية.doc	Arabs21 (Autosaved).doc	folder6/Arabs21 (Autosaved).doc	1.0	1379	2012-07-07	7/تموز/2012
رجال المخابرات خون.doc	Intelligence2.doc	folder6/Intelligence2.doc	1.0	1465	2011-03-30	30/آذار/2011
رد على المدعي العام الفلسطيني السيد.doc	Court44.doc	folder6/Court44.doc	0.85	690	2012-01-03	3/كانون ثاني/2012
رواتب التشريعي ورواتب المعلمين.doc	salaries.doc	folder/salaries.doc	1.0	413	2004-04-21	21/نيسان/2004
زحمة المفتين تُهلك المسلمين.doc	Islam16.doc	folder7/Islam16.doc	1.0	461	2013-03-07	7/آذار/2013
زوروا القدس محررين لا خانعين.doc	Jerusalem8.doc	folder6/Jerusalem8.doc	1.0	323	2012-03-05	5/آذار/2012
زيارة موفاز والتهتك الفلسطيني.doc	Palestine175.doc	folder6/Palestine175.doc	1.0	528	2012-06-29	29/حزيران/2012
ستعودون للقدس فاتحين.doc	Palestine118.doc	folder5/Palestine118.doc	1.0	783	2010-06-20	20/حزيران/2010
سجن جنيد وسجن نابلس.doc	Junaid.doc	folder4/Junaid.doc	1.0	517	2009-04-19	19/نيسان/2009
سرداب حماس.doc	Hamas34.doc	folder7/Hamas34.doc	0.85	264	2012-09-25	25/أيلول/2012
سعد الحريري.doc	Lebanon5.doc	folder/Lebanon5.doc	0.85	746	2005-12-19	19/كانون أول/2005
سفالة الإسرائيليين فوق المنافسة.doc	Israel20.doc	old flash memory/New folder (4)/Israel20.doc	1.0	440	2008-07-10	10/تموز/2008
سقف مطالبي وجنرال إسرائيل.doc	Peace3.doc	folder5/Peace3.doc	1.0	592	2010-06-06	6/حزيران/2010
سلطة اللاسلطة.doc	authority.doc	D Docs/authority.doc	0.85	1044	2001-12-27	27/كانون أول/2001
سليمان العودة ينتقد حزب الله.doc	Hizballah31.doc	old flash memory/New folder (4)/Hizballah31.doc	1.0	1060	2008-05-07	7/أيار/2008
سماسرة الوطن أعداء المعلم وأعداء الطالب.docx	سماسرة الوطن أعداء المعلم وأعداء الطالب.docx	folder7/سماسرة الوطن أعداء المعلم وأعداء الطالب.docx	0.85	380	2013-11-23	23/تشرين ثاني/2013
سنهزم الفساد والفاسدين.doc	Bayan50.doc	folder/Bayan50.doc	0.85	234	2004-09-01	1/أيلول/2004
سوريا بين السكرة والفكرة.doc	Syria27.doc	folder7/Syria27.doc	1.0	563	2013-04-22	22/نيسان/2013
سوريا وتسليح حزب الله.doc	Syria10.doc	folder5/Syria10.doc	1.0	575	2010-04-21	21/نيسان/2010
سوريون يهاجمون حزب الله.doc	Syria12.doc	folder6/Syria12.doc	1.0	1069	2011-04-24	24/نيسان/2011
سياسة طحن الماء ومؤتمر الخريف 2007.doc	America16.doc	old flash memory/New folder (4)/America16.doc	1.0	1500	2007-07-25	25/تموز/2007
شارون وسلام أنبياء اليهود.doc	prophets.doc	folder/prophets.doc	1.0	1030	2004-04-14	14/نيسان/2004
شبانة والواجب الوطني.doc	Revolt3.doc	folder5/Revolt3.doc	1.0	365	2010-03-10	10/آذار/2010
شراء الحقوق الفلسطينية.doc	palestine54.doc	old flash memory/New folder (4)/palestine54.doc	1.0	1521	2008-06-12	12/حزيران/2008
شرعية إسرائيل فوق شرعية فلسطين.doc	Palestine72.doc	old flash memory/New folder (4)/Palestine72.doc	0.85	3431	2008-09-07	7/أيلول/2008
شعب الشيطان المختار.doc	Israel21.doc	old flash memory/New folder (4)/Israel21.doc	1.0	753	2008-07-12	12/تموز/2008
شكر وعهد.doc	Thanks.doc	folder4/Thanks.doc	0.85	215	2009-04-25	25/نيسان/2009
شهادة أمام القضاء الفلسطيني.doc	Palestine63.doc	old flash memory/New folder (4)/Palestine63.doc	1.0	404	2008-07-01	1/تموز/2008
شهادة جديدة لحزب الله.doc	Hizballah47.doc	old flash memory/New folder (8)/Hizballah47.doc	1.0	464	2013-07-23	23/تموز/2013
شهوة الغرب للدماء والدمار في سوريا.doc	Syria23.doc	folder7/Syria23.doc	1.0	1076	2012-07-21	21/تموز/2012
ضعف المعارضة الأردنية.doc	Jordan10.doc	folder7/Jordan10.doc	1.0	664	2012-09-04	4/أيلول/2012
طائرة حزب الله والتوازن الاستراتيجي.doc	Hizballah42.doc	Hizballah42.doc	0.85	460	2012-10-11	11/تشرين أول/2012
عباس وجواز سفر فلسطيني.doc	Palestine185.doc	folder7/Palestine185.doc	0.85	540	2013-01-07	7/كانون ثاني/2013
عباس يتنازل من 44% إلى 22%.doc	Palestine155.doc	folder6/Palestine155.doc	1.0	549	2011-07-02	2/تموز/2011
عبد الستار قاسم أمام المحكمة الجنائية.doc	Court12.doc	folder5/Court12.doc	1.0	547	2010-03-18	18/آذار/2010
عبد الستار قاسم والقضاء الفلسطيني.doc	Court18.doc	folder5/Court18.doc	0.85	915	2009-04-21	21/ نيسان 2009
عبقرية التفاوض باحتمال 1%.doc	Palestine122.doc	folder6/Palestine122.doc	1.0	935	2010-08-27	27/آب/2010
عدالة القضاء الفلسطيني.doc	judiciary.doc	folder/judiciary.doc	0.85	184	2005-05-28	28/أيار/2005
عرفات هو المسؤول الأول عن الفساد.doc	Bayan49.doc	folder/Bayan49.doc	0.85	245	2004-07-17	17/ تموز/2004
عرفات يتحمل المسؤولية.doc	Bayan23.doc	D Docs/Bayan23.doc	0.85	257	2003-08-31	31/آب/2003
عقبات أمام الهجوم على إيران.doc	Iran20.doc	folder4/Iran20.doc	1.0	1844	2009-04-15	15/نيسان/2009
عندما يقود المراهقون.doc	Palestine215.doc	old flash memory/New folder (7)/Palestine215.doc	1.0	476	2014-03-18	18/آذار/2014
عودة اللاجئين أولا.doc	Refugees12.doc	folder6/Refugees12.doc	0.85	962	2011-05-15	15/أيار/2011
عودة اللاجئين وليس الدولة.doc	Palestine149.doc	folder6/Palestine149.doc	1.0	486	2011-04-13	13/نيسان/2011
غباء أمريكي وإسرائيلي.doc	America20.doc	folder4/America20.doc	0.85	1552	2009-03-20	20/آذار 2009
غزة بين التباكي وحركة التاريخ.doc	Palestine36.doc	old flash memory/New folder (4)/Palestine36.doc	1.0	1460	2007-06-30	30/حزيران/2007
غزة تفرض معادلة جديدة.doc	Gaza17.doc	old flash memory/New folder (4)/Gaza17.doc	0.85	604	2008-01-23	23/كانون ثاني/2008
غزة ليست على الرف.doc	Gaza34.doc	folder6/Gaza34.doc	1.0	328	2012-04-03	3/نيسان/2012
فتن التاريخ تقصم ظهر المسلمين.doc	Shiites3.doc	Shiites3.doc	1.0	1045	2007-02-24	24/شباط/2007
فرع مخابرات تجنيد مسلمين.doc	Islam25.doc	folder7/Islam25.doc	1.0	1178	2013-08-24	24/آب/2013
فضائيات تسرق مكافآت الأكاديميين.doc	Channels.doc	folder6/Channels.doc	0.85	229	2012-07-18	18/تموز/2012
فلسطين أسيرة الرواتب.doc	Palestine77.doc	old flash memory/New folder (4)/Palestine77.doc	0.85	1281	2008-10-05	5/تشرين أول/2008
فلسطين بدولار.doc	Palestine153.doc	folder6/Palestine153.doc	1.0	1620	2011-07-12	12/تموز/2011
فلسطين تحت أقدام الفصائل.doc	Palestine1.doc	folder/Palestine1.doc	0.85	420	2000-07-17	17/تموز/2000
فلسطين تفتقد حياء القادة.doc	Palestine66.doc	old flash memory/New folder (4)/Palestine66.doc	1.0	911	2008-08-02	2/آب/2008
فلسطين في جدلية الصراع.doc	Palestine120.doc	old flash memory/New folder (4)/Palestine120.doc	0.85	1567	2007-07-31	31 تموز 2007
فلسطين في ميزان القوى الجديد.doc	Palestine69.doc	old flash memory/New folder (4)/Palestine69.doc	1.0	1461	2008-08-22	22/آب/2008
فلسطين مسؤولية كل السوريين.doc	Syria3.doc	E/Syria3.doc	1.0	1409	2003-05-07	7/أيار/2003
فلسطينيون أمام المحكمة العسكرية.doc	Court4.doc	Folder 3/Court4.doc	1.0	323	2007-09-13	13/أيلول/2007
فهمي شبانة وبينات الفساد.doc	Palestine106.doc	folder5/Palestine106.doc	1.0	1469	2010-02-14	14/شباط/2010
في ذكرى مجزرة صبرا وشاتيلا.doc	sabra.doc	folder7/sabra.doc	1.0	1003	2014-09-21	21/أيلول/2014
فياض سيد أم أداة.doc	Fayyad1.doc	folder5/Fayyad1.doc	0.85	2866	2010-04-08	8/نيسان/2010
قاعدة دجاج عسكرية لحزب الله.doc	Syria28.doc	folder7/Syria28.doc	1.0	609	2013-05-06	6/أيار/2013
قتل العلماء الإيرانيين.doc	Iran25.doc	folder6/Iran25.doc	0.85	476	2012-01-16	16/كانون ثاني/2012
قصة الاعتقال الجنائي.doc	court10.doc	folder5/court10.doc	0.85	1201	2008-07-28	28/تموز/2008
قصف رفح والتنسيق مع إسرائيل.doc	Egypt16.doc	folder7/Egypt16.doc	1.0	389	2013-08-11	11/آب/2013
كفى.doc	Bayan60.doc	folder/Bayan60.doc	0.85	184	2005-05-02	2/أيار/2005
كيري حبيبنا والمفاوض خائبنا.docx	كيري حبيبنا والمفاوض خائبنا.docx	old flash memory/New folder (8)/كيري حبيبنا والمفاوض خائبنا.docx	0.85	909	2014-01-20	20/كانون ثاني/2014
لا أسف على أي حاكم عربي.doc	Arabs15.doc	folder6/Arabs15.doc	1.0	1086	2011-04-27	27/نيسان/2011
لا تقلقوا على الرواتب.doc	Palestine176.doc	folder6/Palestine176.doc	1.0	587	2012-07-06	6/تموز/2012
لا ثقة بأمريكا.doc	America35.doc	folder6/America35.doc	1.0	488	2011-05-19	19/أيار/2011
لا سيادة للأردن.doc	Jordan11.doc	folder7/Jordan11.doc	1.0	363	2013-04-18	18/نيسان/2013
لا سيادة لمصر.doc	Egypt2.doc	folder5/Egypt2.doc	0.85	960	2009-12-28	28/كانون أول/2009
لا شرعية إلا شرعية الصاروخ.docx	palestine195.docx	folder7/palestine195.docx	1.0	437	2013-06-05	5/حزيران/2013
لا شرعية لرئيس الوزراء الفلسطيني.doc	Legitimacy.doc	أ. د. عبد الستار قاسم/47/Legitimacy.doc	1.0	463	2003-05-12	12/أيار/2003
لبنان أمام ساعة الحسم.doc	Hizballah38.doc	folder6/Hizballah38.doc	0.85	518	2010-10-28	28/تشرين أول/2010
لجنة محايدة لإدارة قطاع غزة.doc	gaza3.doc	folder/gaza3.doc	1.0	325	2005-07-16	16/تموز/2005
لدى محكمة بداية رام الله.doc	Court33.doc	old flash memory/New folder (7)/Court33.doc	1.0	728	2010-12-12	12/كانون أول/2010
لدى معزة وكيل نيابة نابلس المحترم.doc	University36.doc	folder6/University36.doc	1.0	476	2011-08-25	25/آب/2011
للضعف فلسفة.doc	weakness.doc	folder1/weakness.doc	1.0	641	2006-04-22	22/نيسان/2006
لماذا الصمت أيها الفلسطينيون.doc	Revolt1.doc	folder5/Revolt1.doc	1.0	348	2010-02-23	23/شباط/2010
لن ننتخب هؤلاء -.doc	Elections23.doc	folder1/Elections23.doc	0.85	882	2006-01-13	13/كانون ثاني/2006
لو ظهر من بيننا صلاح الدين لقتلناه.doc	Palestine221.doc	folder7/Palestine221.doc	1.0	435	2014-06-07	7/حزيران/2014
لٍ نخرس أمام النكبة.doc	Palestine60.doc	old flash memory/New folder (4)/Palestine60.doc	1.0	677	2008-05-15	15/أيار/2008
لِ يخرس نتنياهو.docx	Israel33.docx	folder6/Israel33.docx	1.0	607	2011-03-07	7/آذار/2011
ماذا تفعل إذا كنت تقود الشعب الفلسطيني.doc	arafat5.doc	D Docs/arafat5.doc	0.85	2511	2005-02-05	5/شباط/2005
ماذا ستعمل حماس؟.doc	Hamas6.doc	folder1/Hamas6.doc	0.85	742	2006-01-26	26/كانون ثاني/2006
ماذا يصنع اللواء عمر سليمان؟.doc	bayan47.doc	folder/bayan47.doc	0.85	277	2004-05-24	24/أيار/2004
مبروك الحاكم العسكري الجديد للضفة.doc	Palestine174.doc	folder6/Palestine174.doc	0.85	202	2012-06-09	9/حزيران/2012
متى سيعقل زعماء لبنان؟.doc	Lebanon9.doc	folder6/Lebanon9.doc	1.0	486	2011-07-06	6/تموز/2011
مثقفون فلسطينيون لا يحيون النكبة.doc	Mothaqaf1.doc	old flash memory/New folder (4)/Mothaqaf1.doc	0.85	3060	2008-04-26	26/نيسان/2008
محاكمة محمد بن عبد الله.doc	Muhammed2.doc	أ. د. عبد الستار قاسم/28/Muhammed2.doc	0.85	736	2005-11-09	9/تشرين ثاني/2005
محمد رشيد (خالد سلام) يتكلم.doc	rasheed.doc	folder6/rasheed.doc	1.0	403	2012-05-24	24/أيار/2012
مدد حزب الله لغزة.doc	Hizballah50.doc	gaza 10/Hizballah50.doc	1.0	871	2014-08-25	25/آب/2014
مدرسة التجديد الإسلامي.doc	Islam27.doc	folder7/Islam27.doc	1.0	928	2015-03-10	10/آذار/2015
مدير سجن أريحا يشعر بالإهانة.doc	Jericho.doc	folder/Jericho.doc	0.85	291	2005-06-09	9/حزيران/2005
مسؤولية المقاومة العراقية.doc	IraqXVII.doc	old flash memory/New folder (4)/IraqXVII.doc	1.0	844	2008-05-29	29/أيار/2008
مستقبل القضية الفلسطينية في ضوء.doc	Arabs13.doc	Arabs13.doc	1.0	2017	2011-05-15	15/أيار/2011
مستقبل المقاومة الفلسطينية.doc	Resistance11.doc	folder4/Resistance11.doc	1.0	2493	2009-03-21	21/آذار/2009
مستقبل المقاومة الفلسطينية في ضوء.doc	Arabs14.doc	folder6/Arabs14.doc	1.0	2096	2011-04-27	27/نيسان/2011
مسيرة روسيا نحو القطبية.doc	Russia1.doc	old flash memory/New folder (4)/Russia1.doc	0.85	1388	2008-10-05	5/تشرين أول/2008
مصر تلغي اتفاقية الغاز مع الصهاينة.doc	Egypt10.doc	old flash memory/New folder (7)/Egypt10.doc	0.85	196	2012-04-23	23/نيسان/2012
مصر وسوريا والسعودية اجتماعات نمطية.doc	Arabs7.doc	D Docs/Arabs7.doc	0.85	968	2003-12-08	8/كانون أول/2003
مصطلح الأراضي الفلسطينية اللئيم.doc	Palestine71.doc	old flash memory/New folder (4)/Palestine71.doc	0.85	257	2008-08-25	25/آب/2008
مع سوريا أو ضد سوريا.doc	Syria24.doc	folder7/Syria24.doc	1.0	714	2012-08-01	1/آب/2012
معادلة صاروخية جديدة.doc	Palestine172.doc	folder6/Palestine172.doc	1.0	327	2012-03-16	16/آذار/2012
معالم الحرب القادمة.doc	Victory2.doc	folder4/Victory2.doc	1.0	681	2008-01-28	28/كانون ثاني/2008
معركة غزة.doc	Gaza24.doc	folder4/Gaza24.doc	0.85	1228	2008-12-30	30/كانون أول/2008
مقاطعة البضائع الصهيونية.doc	Palestine114.doc	folder5/Palestine114.doc	1.0	1187	2010-05-25	25/أيار/2010
ملاحقة المواطنين العرب من قبل الأنظمة.doc	Bayan35.doc	D Docs/Bayan35.doc	0.85	275	2004-02-13	13/شباط/2004
ملحمة غزة.doc	Gaza31.doc	folder5/Gaza31.doc	0.85	836	2009-12-25	25/كانون أول/2009
ملف الخلاف مع الجامعة.doc	University41.doc	folder6/University41.doc	0.85	3069	2011-08-21	21/آب/2011
من أحرق سيارتي.doc	Car7.doc	folder4/Car7.doc	0.85	335	2009-01-29	29/كانون ثاني/2009
من أين قصفت إسرائيل السودان.docx	Sudan1.docx	folder4/Sudan1.docx	1.0	609	2009-03-27	27/آذار/2009
من حق الدول امتلاك القنبلة.doc	Iran6.doc	folder1/Iran6.doc	0.85	678	2006-01-23	23/كانون ثاني/2006
من طرائف الفساد الفلسطيني.doc	Corruption1.doc	folder/Corruption1.doc	1.0	582	2004-02-25	25/شباط/2004
من مآسي المؤتمرات العلمية العربية.doc	research2.doc	folder/research2.doc	0.85	638	2005-12-24	24/كانون أول/2005
مناظرة بائسة بين سني وشيعي على قناة.doc	Sunni5.doc	folder7/Sunni5.doc	1.0	603	2013-04-04	4/نيسان/2013
منظمة التحرير الفلسطينية الحالية لا.doc	PLO2[1].doc	folder1/PLO2[1].doc	0.8	397	2006-03-25	25/آذار/2006
مهلا على تركيا.doc	Tyrkey6.doc	folder5/Tyrkey6.doc	1.0	1880	2010-06-06	6/حزيران/2010
نابلس ستعود.doc	nablus.doc	folder/nablus.doc	0.8	358	2004-03-10	10/آذار/2004
ناجي علوش في ذمة الله.docx	šlloush.docx	folder7/šlloush.docx	0.85	293	2012-07-29	29/تموز/2012
نبش قبور القادة.doc	Leaders2.doc	folder4/Leaders2.doc	1.0	443	2009-03-22	22/آذار/2009
نجاد يضرب تحت الحزام.doc	Iran5.doc	folder/Iran5.doc	0.85	679	2005-12-10	10/كانون أول/2005
نحن لا نحترم نتائج الانتخابات.doc	Arabs28.doc	old flash memory/New folder (8)/Arabs28.doc	1.0	523	2013-07-05	5/تموز/2013
نحن مراهقون نتلهى.doc	Palestine7.doc	folder1/Palestine7.doc	1.0	388	2006-09-04	4/أيلول/2006
نشر موقع فراس بريس بتاريخ 20 آذار 2010 على.doc	Court16.doc	folder5/Court16.doc	0.95	488	2010-03-20	20/آذار/2010
نصر الله ووحدة المسلمين.doc	Shiites5.doc	folder6/Shiites5.doc	1.0	788	2012-02-08	8/شباط/2012
نفق عرفات.doc	arafat6.doc	D Docs/arafat6.doc	0.85	499	2003-09-09	9/أيلول/2003
نقاط ضعف المفاوض الفلسطيني في القاهرة.doc	Palestine227.doc	gaza 10/Palestine227.doc	1.0	932	2014-08-23	23/آب/2014
نكبتنا في أنفسنا.doc	Palestine61.doc	old flash memory/New folder (4)/Palestine61.doc	1.0	672	2008-05-15	15/أيار/2008
نهب أموال الشعب الفلسطيني.doc	Palestine136.doc	folder6/Palestine136.doc	0.85	321	2011-01-22	22/كانون ثاني/2011
هل جربت القضاء الفلسطيني؟.doc	Court34.doc	folder6/Court34.doc	1.0	626	2011-05-07	7/أيار/2011
هل ينشر حزب الله المذهب الشيعي؟.doc	Hizballah44.doc	folder7/Hizballah44.doc	1.0	1091	2013-06-18	18/حزيران/2013
هلع جنود إسرائيل.doc	Israel14.doc	Folder 3/Israel14.doc	1.0	353	2007-09-11	11/أيلول/2007
هنية ينقذ ماء وجوهنا.doc	Hamas32.doc	folder6/Hamas32.doc	0.85	205	2012-02-11	11/شباط/2012
والصلاة والسلام على سيد المرسلين محمد.doc	wasseyya.doc	folder/wasseyya.doc	0.8	411	2004-08-22	22/آب/2004
وثيقة الإعلام العربية.doc	Media4.doc	old flash memory/New folder (4)/Media4.doc	1.0	1508	2008-02-14	14/ شباط/ 2008
وثيقة اللاشرف الإعلامية العربية.doc	Media3.doc	old flash memory/New folder (4)/Media3.doc	1.0	759	2008-02-12	12/شباط/2008
وحدة الشعب الفلسطيني.doc	Palestine116.doc	folder5/Palestine116.doc	1.0	1375	2010-06-14	14/حزيران/2010
وحدة العرب بدل تقسيمهم.doc	Arabs25.doc	old flash memory/New folder (8)/Arabs25.doc	1.0	1375	2013-03-08	8/آذار/2013
وحدة شعب فلسطين.doc	Palestine184.doc	folder7/Palestine184.doc	1.0	1440	2012-12-01	1/كانون أول/2012
وصاح المفسد أريد إصلاحا.doc	Elections25.doc	folder1/Elections25.doc	0.85	773	2006-01-17	17/كانون ثاني/2006
